State,Census_Year,Census_Source,Census_Dataset,Census_Table,Population_Universe,Geography_Type,Geography_ID,Geography_Name,Population_18Plus,Hispanic_Latino_18Plus,Not_Hispanic_18Plus,Not_Hispanic_White_18Plus,Not_Hispanic_Black_18Plus,Not_Hispanic_AIAN_18Plus,Not_Hispanic_Asian_18Plus,Not_Hispanic_NHPI_18Plus,Not_Hispanic_Other_Race_18Plus,Not_Hispanic_TwoPlus_Races_18Plus
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839520,Kirvin town,77,8,69,63,0,1,0,0,1,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839664,Knippa CDP,469,265,204,177,8,2,0,0,0,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839680,Knollwood city,639,52,587,480,46,10,15,1,1,34
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839700,Knox City town,799,253,546,485,30,4,3,0,0,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839784,Kopperl CDP,125,1,124,120,0,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839844,Kosse town,352,29,323,260,30,7,0,0,2,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839868,Kountze city,1514,71,1443,1029,345,4,15,1,4,45
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839904,Kress city,436,278,158,129,19,3,1,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839916,Krugerville city,1353,109,1244,1148,13,6,14,2,1,60
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839928,Krum city,3904,636,3268,2910,91,24,42,4,17,180
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839940,Kurten town,285,88,197,183,7,0,0,0,0,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839952,Kyle city,33347,15268,18079,14433,1783,101,595,28,155,984
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839988,La Blanca CDP,1538,1423,115,93,0,3,3,0,11,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4839994,La Carla CDP,39,39,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840000,La Casita CDP,87,86,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840018,La Chuparosa CDP,50,50,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840100,La Coma CDP,6,6,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840104,La Coma Heights CDP,95,87,8,5,2,0,0,0,1,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840186,La Escondida CDP,129,129,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840188,La Esperanza CDP,136,133,3,0,0,0,0,0,3,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840210,La Feria North CDP,148,119,29,26,0,2,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840204,La Feria city,5131,4317,814,768,5,1,18,1,8,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840276,La Grange city,3270,848,2422,2047,278,4,14,0,8,71
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840288,La Grulla city,933,905,28,22,2,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840342,La Homa CDP,7672,7391,281,247,1,3,4,0,7,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840384,La Joya city,3101,3015,86,65,2,5,5,0,7,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841086,La Loma de Falcon CDP,50,50,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841116,La Marque city,13769,3584,10185,5249,4267,35,228,27,37,342
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841170,La Minita CDP,101,99,2,2,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841180,La Moca Ranch CDP,21,18,3,3,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841420,La Paloma Addition CDP,225,215,10,10,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841416,La Paloma CDP,2207,2166,41,30,0,1,4,0,4,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841424,La Paloma Ranchettes CDP,222,222,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841422,La Paloma-Lost Creek CDP,1251,535,716,693,8,2,0,0,2,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841440,La Porte city,26718,8947,17771,14854,1498,102,309,14,138,856
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841449,La Presa CDP,171,169,2,2,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841452,La Pryor CDP,934,837,97,87,6,2,2,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841458,La Puerta CDP,455,449,6,3,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841503,La Rosita CDP,61,61,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841660,La Tina Ranch CDP,472,448,24,22,1,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841764,La Vernia city,834,223,611,575,1,3,5,0,5,22
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841782,La Victoria CDP,134,133,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841788,La Villa city,2263,1563,700,692,1,0,3,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841848,La Ward city,129,51,78,76,0,0,1,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840108,LaCoste city,842,507,335,317,0,6,2,1,1,8
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840036,Lackland AFB CDP,8775,1432,7343,4973,1671,8,351,6,123,211
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840168,Lacy-Lakeview city,5155,1275,3880,2408,1227,10,40,0,16,179
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840180,Ladonia town,473,13,460,283,139,10,2,0,0,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840258,Lago CDP,116,108,8,5,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840262,Lago Vista CDP,86,86,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840264,Lago Vista city,7271,935,6336,5762,98,19,75,7,30,345
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840300,Laguna Heights CDP,671,612,59,43,2,5,2,0,7,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840312,Laguna Park CDP,1184,64,1120,1028,10,3,4,2,3,70
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840320,Laguna Seca CDP,170,168,2,1,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840336,Laguna Vista town,2876,1205,1671,1575,10,7,22,0,5,52
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840450,Lake Bridgeport city,280,32,248,242,1,0,0,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840456,Lake Brownwood CDP,1235,153,1082,1006,20,11,7,0,1,37
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840462,Lake Bryan CDP,1429,764,665,544,56,6,0,0,16,43
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840468,Lake Cherokee CDP,2493,187,2306,2046,149,20,1,0,10,80
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840472,Lake City town,389,145,244,235,2,0,1,0,1,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840475,Lake Colorado City CDP,495,48,447,422,5,5,3,0,0,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840516,Lake Dallas city,5682,1453,4229,3441,362,41,132,4,14,235
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840522,Lake Dunlap CDP,1548,551,997,926,11,9,0,0,4,47
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840588,Lake Jackson city,21386,5306,16080,13368,1143,80,711,8,115,655
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840624,Lake Kiowa CDP,1998,42,1956,1847,8,14,9,1,0,77
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840674,Lake Medina Shores CDP,912,231,681,584,4,13,2,0,3,75
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840676,Lake Meredith Estates CDP,282,19,263,234,2,10,0,0,0,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840804,Lake Tanglewood village,598,25,573,549,1,3,5,0,2,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840966,Lake View CDP,154,54,100,94,0,0,0,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841056,Lake Worth city,3644,1144,2500,2247,60,17,36,8,14,118
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840576,Lakehills CDP,4359,754,3605,3358,36,34,28,1,10,138
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840696,Lakeport city,732,129,603,184,387,4,13,0,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840714,Lakeshore Gardens-Hidden Acres CDP,497,191,306,284,2,2,5,0,0,13
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840756,Lakeside City town,817,49,768,732,5,5,1,0,0,25
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840738,Lakeside town (San Patricio County),267,124,143,133,0,2,3,0,0,5
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840744,Lakeside town (Tarrant County),1356,117,1239,1118,13,5,18,0,3,82
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840888,Lakeview town,46,16,30,30,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4840984,Lakeway city,14931,1318,13613,12103,191,54,722,10,62,471
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841050,Lakewood Village city,505,51,454,393,11,2,27,1,6,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841092,Lamar CDP,664,63,601,554,0,7,4,0,0,36
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841164,Lamesa city,6299,3702,2597,2219,242,13,41,0,10,72
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841176,Lamkin CDP,40,11,29,29,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841188,Lampasas city,5584,1262,4322,3950,80,20,41,4,24,203
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841212,Lancaster city,29772,6344,23428,2796,19737,67,125,10,143,550
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841404,Lantana CDP,7439,685,6754,5579,321,33,513,4,26,278
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841473,Laredo Ranchettes CDP,11,11,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841475,Laredo Ranchettes West CDP,5,4,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841464,Laredo city,178344,168962,9382,6976,645,95,1026,20,238,382
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841565,Las Haciendas CDP,2,1,1,0,0,1,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841566,Las Lomas CDP,2086,2055,31,23,4,0,0,0,4,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841569,Las Lomitas CDP,172,155,17,12,0,0,1,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841579,Las Palmas CDP,48,30,18,17,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841580,Las Palmas II CDP,642,616,26,17,0,2,0,0,4,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841582,Las Pilas CDP,5,5,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841583,Las Quintas Fronterizas CDP,1638,1625,13,10,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841542,Lasana CDP,72,61,11,10,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841548,Lasara CDP,673,631,42,39,0,1,0,0,1,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841644,Latexo city,179,26,153,140,4,0,0,0,3,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841704,Laughlin AFB CDP,1410,194,1216,999,92,2,63,5,5,50
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841728,Laureles CDP,2790,2693,97,84,2,0,2,0,3,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841800,Lavon city,3096,474,2622,1952,365,28,150,0,13,114
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841872,Lawn town,254,32,222,212,0,4,0,0,0,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4841980,League City city,84546,15866,68680,53540,6135,223,5517,51,433,2781
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842004,Leakey city,244,64,180,175,3,1,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842016,Leander city,42036,8333,33703,25405,2006,170,4189,52,223,1658
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842028,Leary city,336,11,325,291,13,2,0,0,0,19
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842148,Lefors town,308,12,296,277,0,7,0,0,0,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842244,Lelia Lake CDP,42,8,34,34,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842256,Leming CDP,613,457,156,152,0,1,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842388,Leon Valley city,9180,5218,3962,2785,461,19,447,8,44,198
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842340,Leona city,116,7,109,94,11,0,2,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842352,Leonard city,1444,170,1274,1104,52,18,8,1,9,82
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842400,Leroy city,275,35,240,228,5,0,0,0,0,7
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842448,Levelland city,9265,4742,4523,3910,364,31,30,2,12,174
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842508,Lewisville city,85270,24207,61063,34732,13210,274,9484,51,334,2978
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842532,Lexington town,878,99,779,646,82,8,1,0,1,41
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842616,Liberty City CDP,1981,147,1834,1666,84,8,8,2,5,61
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842664,Liberty Hill city,2580,613,1967,1714,69,15,51,1,12,105
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842568,Liberty city,6219,1470,4749,3694,779,8,66,1,28,173
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842820,Lindale city,4402,346,4056,3514,309,29,68,2,16,118
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842844,Linden city,1457,93,1364,1019,275,10,4,0,9,47
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842874,Lindsay CDP,310,297,13,7,0,5,1,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842868,Lindsay city,762,19,743,712,2,9,5,0,4,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842880,Lingleville CDP,126,54,72,64,1,1,1,1,1,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842916,Linn CDP,573,471,102,101,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842940,Lipan city,350,27,323,304,0,1,0,3,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4842952,Lipscomb CDP,56,1,55,50,1,0,0,0,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843000,Little Cypress CDP,1532,80,1452,1330,45,4,14,1,2,56
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843012,Little Elm city,32441,7292,25149,14626,5787,128,3086,18,171,1333
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843066,Little River-Academy city,1408,274,1134,1050,12,5,13,2,0,52
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843024,Littlefield city,4349,2384,1965,1667,224,5,3,2,7,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843096,Live Oak city,12415,4680,7735,4886,1641,45,571,48,55,489
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843120,Liverpool city,373,66,307,274,5,5,0,0,2,21
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843132,Livingston town,4189,757,3432,2468,733,23,81,0,14,113
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843150,Llano Grande CDP,2218,1843,375,369,0,0,2,0,1,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843144,Llano city,2630,310,2320,2157,2,6,35,0,7,113
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843216,Lockett CDP,126,46,80,77,0,0,3,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843240,Lockhart city,11100,5408,5692,4542,791,39,77,2,21,220
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843252,Lockney town,1112,650,462,410,31,0,2,1,1,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843354,Log Cabin city,543,30,513,461,9,9,2,0,0,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843432,Lolita CDP,385,121,264,243,4,2,5,0,0,10
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843458,Loma Grande CDP,90,85,5,3,0,0,2,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843460,Loma Linda CDP,108,69,39,36,2,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843462,Loma Linda East CDP (Jim Wells County),221,200,21,7,0,0,0,0,0,14
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843463,Loma Linda East CDP (Starr County),47,47,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843465,Loma Linda West CDP,64,62,2,0,1,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843474,Loma Vista CDP,84,83,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843516,Lometa city,518,234,284,264,3,3,2,0,0,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843636,Lone Oak city,437,30,407,364,16,3,4,0,2,18
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843684,Lone Star city,1080,105,975,701,218,7,6,2,2,39
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843822,Longoria CDP,61,59,2,0,1,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843888,Longview city,61908,10774,51134,33653,14119,198,1032,25,152,1955
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843948,Loop CDP,150,65,85,82,0,1,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843972,Lopezville CDP,1677,1618,59,37,0,1,6,0,9,6
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843960,Lopeño CDP,37,36,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4843996,Loraine town,393,182,211,171,23,1,0,1,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844020,Lorena city,1308,136,1172,1083,14,8,12,0,13,42
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844032,Lorenzo city,704,421,283,243,31,0,0,0,0,9
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844038,Los Altos CDP,125,125,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844044,Los Alvarez CDP,186,182,4,0,0,0,1,0,2,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844062,Los Angeles CDP,69,68,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844072,Los Arcos CDP,57,56,1,0,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844075,Los Arrieros CDP,29,28,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844076,Los Barreras CDP,194,192,2,1,1,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4844077,Los Centenarios CDP,33,31,2,0,0,0,0,0,0,2
