State,Census_Year,Census_Source,Census_Dataset,Census_Table,Population_Universe,Geography_Type,Geography_ID,Geography_Name,Population_18Plus,Hispanic_Latino_18Plus,Not_Hispanic_18Plus,Not_Hispanic_White_18Plus,Not_Hispanic_Black_18Plus,Not_Hispanic_AIAN_18Plus,Not_Hispanic_Asian_18Plus,Not_Hispanic_NHPI_18Plus,Not_Hispanic_Other_Race_18Plus,Not_Hispanic_TwoPlus_Races_18Plus
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48309,McLennan County,197391,45305,152086,114049,26323,738,4067,117,771,6021
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48311,McMullen County,487,181,306,288,1,1,3,1,0,12
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48325,Medina County,38971,18298,20673,18307,1124,130,186,38,140,748
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48327,Menard County,1602,501,1101,1043,12,7,5,2,6,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48329,Midland County,123134,49241,73893,59513,7741,523,2750,108,420,2838
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48331,Milam County,19070,4036,15034,12699,1621,56,88,11,62,497
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48333,Mills County,3569,506,3063,2895,8,10,4,0,6,140
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48335,Mitchell County,7215,2618,4597,3563,848,34,44,1,8,99
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48337,Montague County,15552,1483,14069,13134,33,127,73,4,31,667
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48339,Montgomery County,458324,106583,351741,292180,24456,1450,16175,455,1675,15350
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48341,Moore County,14944,8298,6646,5146,490,72,582,1,58,297
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48343,Morris County,9300,697,8603,6302,1920,53,25,9,19,275
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48345,Motley County,841,91,750,705,6,0,0,0,1,38
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48347,Nacogdoches County,50003,8965,41038,30867,7814,155,588,7,125,1482
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48349,Navarro County,39248,10180,29068,22074,4773,136,310,482,94,1199
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48351,Newton County,9672,222,9450,7467,1601,49,24,0,16,293
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48353,Nolan County,11028,3557,7471,6593,438,40,77,2,26,295
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48355,Nueces County,270056,157772,112284,88880,10156,761,6148,222,946,5171
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48357,Ochiltree County,6991,3490,3501,3284,11,25,21,0,14,146
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48359,Oldham County,1229,186,1043,982,6,4,9,0,0,42
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48361,Orange County,64476,4737,59739,50857,5699,286,847,7,119,1924
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48363,Palo Pinto County,22038,3684,18354,16849,410,135,170,8,52,730
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48365,Panola County,17176,1344,15832,12676,2519,69,82,5,14,467
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48367,Parker County,111434,12475,98959,91458,1183,693,796,70,362,4397
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48369,Parmer County,7029,4355,2674,2543,46,11,14,0,15,45
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48371,Pecos County,11580,7839,3741,2976,486,27,107,0,22,123
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48373,Polk County,40664,5248,35416,29099,4059,669,282,0,104,1203
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48375,Potter County,88598,30459,58139,41765,8721,524,4141,20,417,2551
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48377,Presidio County,4672,3688,984,856,14,16,60,0,9,29
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48379,Rains County,9646,703,8943,8229,207,71,48,1,22,365
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48381,Randall County,106753,20601,86152,76414,3257,633,1979,33,299,3537
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48383,Reagan County,2402,1514,888,786,31,6,17,1,3,44
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48385,Real County,2282,482,1800,1706,11,8,8,0,2,65
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48387,Red River County,9279,473,8806,6988,1392,76,46,0,9,295
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48389,Reeves County,11619,9739,1880,1438,191,20,134,3,31,63
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48391,Refugio County,5244,2412,2832,2399,316,11,22,0,12,72
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48393,Roberts County,626,29,597,556,2,2,0,0,0,37
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48395,Robertson County,12722,2309,10413,7677,2289,20,79,11,22,315
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48397,Rockwall County,78525,13181,65344,53648,5680,356,2515,51,240,2854
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48399,Runnels County,7636,2283,5353,4970,112,28,22,6,15,200
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48401,Rusk County,40718,6360,34358,26062,6696,160,183,13,117,1127
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48403,Sabine County,8063,251,7812,6911,542,43,44,0,21,251
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48405,San Augustine County,6286,394,5892,4396,1324,18,24,0,0,130
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48407,San Jacinto County,21447,3087,18360,15714,1689,101,72,5,54,725
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48409,San Patricio County,51377,26738,24639,21755,773,154,646,39,176,1096
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48411,San Saba County,4606,1211,3395,3154,106,22,15,0,6,92
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48413,Schleicher County,1867,873,994,932,15,4,7,0,9,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48415,Scurry County,12649,4731,7918,7010,523,46,60,1,16,262
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48417,Shackelford County,2362,228,2134,2051,7,4,11,0,2,59
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48419,Shelby County,18071,2963,15108,11490,2848,47,248,11,30,434
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48421,Sherman County,1974,841,1133,1060,5,5,2,0,3,58
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48423,Smith County,177458,30191,147267,109026,28705,562,3159,55,487,5273
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48425,Somervell County,6968,1066,5902,5543,22,41,34,0,20,242
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48427,Starr County,46110,45030,1080,846,31,1,71,0,48,83
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48429,Stephens County,7127,1459,5668,5164,213,27,43,1,23,197
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48431,Sterling County,1015,309,706,674,3,2,1,2,1,23
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48433,Stonewall County,1003,141,862,812,12,3,5,0,2,28
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48435,Sutton County,2555,1495,1060,1015,4,5,6,0,4,26
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48437,Swisher County,5269,2153,3116,2636,335,18,10,0,8,109
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48439,Tarrant County,1574046,414177,1159869,738298,258883,5596,98800,2842,5725,49725
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48441,Taylor County,108565,22891,85674,70531,7987,489,2272,129,322,3944
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48443,Terrell County,616,278,338,311,8,0,0,0,2,17
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48445,Terry County,8582,4454,4128,3598,347,23,33,0,14,113
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48447,Throckmorton County,1128,92,1036,1003,0,3,3,0,0,27
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48449,Titus County,22655,8621,14034,10954,2215,90,191,3,46,535
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48451,Tom Green County,91755,32675,59080,51049,3188,311,1391,107,271,2763
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48453,Travis County,1016490,301758,714732,516527,76054,2313,80565,646,4863,33764
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48455,Trinity County,10982,830,10152,8816,857,29,28,1,26,395
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48457,Tyler County,15975,1172,14803,12430,1714,82,82,3,34,458
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48459,Upshur County,30854,2354,28500,24390,2297,213,142,6,89,1363
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48461,Upton County,2438,1222,1216,1062,52,7,4,0,3,88
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48463,Uvalde County,18480,12415,6065,5564,99,25,132,3,50,192
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48465,Val Verde County,34971,27098,7873,6694,447,44,282,30,50,326
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48467,Van Zandt County,45970,4482,41488,38231,1152,260,207,30,90,1518
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48469,Victoria County,68803,29639,39164,32364,4044,156,1106,24,164,1306
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48471,Walker County,64843,13445,51398,34638,13927,209,966,38,248,1372
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48473,Waller County,43199,12106,31093,18720,10448,167,595,10,258,895
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48475,Ward County,8486,4369,4117,3555,303,29,44,0,16,170
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48477,Washington County,28261,4123,24138,18519,4343,63,431,14,102,666
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48479,Webb County,186454,176805,9649,7194,660,98,1036,20,245,396
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48481,Wharton County,31314,11444,19870,15012,4155,56,130,0,80,437
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48483,Wheeler County,3773,738,3035,2834,53,28,24,2,3,91
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48485,Wichita County,100692,17506,83186,65394,10353,797,2145,110,360,4027
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48487,Wilbarger County,9921,2473,7448,5893,844,75,380,0,19,237
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48489,Willacy County,15484,13196,2288,1574,429,47,155,2,26,55
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48491,Williamson County,453045,98419,354626,267332,28567,1279,38355,449,2078,16566
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48493,Wilson County,37771,13543,24228,22203,599,112,182,17,132,983
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48495,Winkler County,5602,3192,2410,2151,114,21,58,0,9,57
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48497,Wise County,51836,8787,43049,39787,524,360,299,9,126,1944
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48499,Wood County,36551,3278,33273,30105,1407,184,189,1,93,1294
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48501,Yoakum County,5473,3330,2143,1977,40,19,27,0,10,70
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48503,Young County,13648,2193,11455,10760,134,66,65,0,24,406
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48505,Zapata County,9592,8837,755,691,9,7,10,0,14,24
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,County,48507,Zavala County,6919,6380,539,442,45,13,19,1,3,16
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4800100,Abbott city,262,29,233,208,9,0,1,0,0,15
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4800160,Abernathy city,2062,955,1107,1023,45,3,1,0,3,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801000,Abilene city,96412,22947,73465,57897,9315,399,2181,108,266,3299
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801060,Abram CDP,807,785,22,17,0,0,0,0,4,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801084,Acala CDP,10,10,0,0,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801108,Ackerly city,172,88,84,78,0,0,0,2,0,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801240,Addison town,14648,3023,11625,7544,2189,50,1198,5,87,552
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801324,Adrian city,100,8,92,91,0,0,0,0,0,1
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801390,Agua Dulce CDP,2190,2143,47,32,5,0,4,0,2,4
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801396,Agua Dulce city,515,406,109,106,0,0,0,0,0,3
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801420,Aguilares CDP,3,2,1,1,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801500,Airport Heights CDP,107,99,8,8,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801514,Airport Road Addition CDP,78,74,4,1,0,1,0,0,0,2
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801594,Alamo Beach CDP,215,30,185,167,1,1,0,0,5,11
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801600,Alamo Heights city,5765,1041,4724,4352,57,3,124,0,32,156
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801576,Alamo city,13888,11596,2292,2166,19,11,23,2,25,46
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801612,Alanreed CDP,23,0,23,23,0,0,0,0,0,0
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801636,Alba town,365,19,346,329,0,0,1,0,0,16
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801648,Albany city,1395,158,1237,1188,6,2,7,0,2,32
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801696,Aldine CDP,11011,9353,1658,1089,261,15,196,2,15,80
Texas,2020,U.S. Census Bureau,2020 Decennial Census PL 94-171,P4,Population 18 years and over,Place,4801744,Aledo city,3188,325,2863,2664,21,16,42,5,7,108
